1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,25,26,25,25,26,1,1,1,1,1,1,1,1,1,1,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,-1,-1,-1,-1,-1,-1,1,1
1,1,-1,1,1,1,19,19,20,21,-1,10,1,11,-1,1,1,1,-1,-1,1,1
1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,16,1,17,-1,-1,1,1,-1,-1,1,1
1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,22,1,23,-1,-1,8,1,-1,-1,1,1
1,1,-1,1,1,-1,-1,18,19,1,-1,-1,1,20,21,-1,-1,1,3,-1,1,1
1,1,-1,1,-1,-1,4,1,26,27,-1,-1,24,25,1,5,-1,-1,-1,-1,1,1
1,1,-1,1,-1,-1,10,17,-1,-1,-1,-1,-1,-1,16,11,-1,1,1,-1,1,1
1,1,-1,-1,-1,-1,1,23,-1,-1,-1,-1,-1,-1,22,1,-1,1,9,-1,1,1
1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,7,-1,-1,1,-1,1,-1,-1,1,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,24,-1,-1,1,1
1,1,-1,-1,-1,-1,-1,-1,18,19,1,20,21,-1,-1,-1,-1,-1,-1,-1,1,1
1,1,-1,1,1,5,4,1,26,27,-1,24,25,1,1,-1,-1,1,1,-1,1,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
